Food_Name,GI,GL,Serving_Size,Carbs_per_Serve,Category
"Low-fat yoghurt, Nestlé Diet, Peaches & Cream",28,,,,20
"Low-fat yoghurt, raspberry",34,,,,20
"Low-fat yoghurt, sugar sweetened, Heavenly Honey flavor, Vaalia",32,,,,20
"Low-fat yoghurt, sugar sweetened, Lemon Crème flavor, Vaalia",43,,,,20
"Low-fat yoghurt, sugar sweetened, Luscious Berries flavor, Vaalia",29,,,,20
"Low-fat yoghurt, sugar sweetened, Passionfruit flavor, Vaalia",32,,,,20
"Low-fat yoghurt, sugar sweetened, strawberry classic, Yoplait™ Lite",33,,,,20
"Low-fat yoghurt, sugar sweetened, Strawberry flavor, Vaalia",28,,,,20
"Lower Carb 5 Seeds Bread, Helga’s™",53,,,,15
"Lower Carb Soy & Toasted Sesame Bread, Helga’s™",51,,,,15
"Lower Carb Wholemeal & Seeds Bread, Helga’s™",51,,,,15
LU P'tit Déjeuner Chocolat,42,,,,20
LU P'tit Déjeuner Miel et Pépites Chocolat,45,,,,20
LU P'tit Déjeuner Miel et Pépites Chocolat,49,,,,20
LU P'tit Déjeuner Miel et Pépites Chocolat,52,,,,20
"LU Petit Dejeuner Cereals & Chocolate Chips, low in sugar",37,,,,20
LU Petit Dejeuner Chocolate & Cereals,46,,,,20
"LU Petit Dejeuner Coconut, nuts and chocolate",51,,,,20
LU Petit Dejeuner Fruits and Muesli,45,,,,20
LU Petit Dejeuner Fruits and Muesli,49,,,,20
LU Petit Dejeuner Fruits and Muesli,47,,,,20
LU Petit Dejeuner Honey & Chocolate chips,47,,,,20
LU Petit Dejeuner Honey & Chocolate chips,46,,,,20
LU Petit Dejeuner Milk and Cereals,39,,,,20
LU Petit Dejeuner Multicereals,46,,,,20
LU Petit Dejeuner with Fruits and Figs,41,,,,20
LU Petit Dejeuner with Prunes,51,,,,20
"LU Petit Dejeuner, Chocolate, low in sugar",51,,,,20
"Lungkow bean thread (National Cereals, Oils & Foodstuffs, Qingdao & Guangdong, China) #",26,,,,35
"Lungkow bean thread noodles (National Cereals, Oils & Foodstuffs, Qingdao & Guangdong, China) #",26,,,,40
"Lycasin® HBC, syrup containing 50-55% maltitol, 5-8% sorbitol and 35-40% hydrogenated oligo-saccharides (lab 2212, Roquette, France) #",47,,,,2.5
"Lycasin® HBC, syrup containing 50-55% maltitol, 5-8% sorbitol and 35-40% hydrogenated oligo-saccharides (lab 2212, Roquette, France) #",25,,,,2.5
"Lychee, NS #",48,,,,15
"M&M's®, peanut",33,,,,25
Macadamia Chocolate,24,,,,25
"Macaroons, containing wheat flour and with coconut flour",32,,,,20
"Macaroons, prepared with wheat flour and coconut flour #",33,,,,20
Majadra (Syrian dish of lentils and rice) #,24,,,,35
"Malbit CR (87% maltitol) (Cerestar, Vilvoorde, Belgium) #",30,,,,2.5
Malt toffee weight management bar #,43,,,,20
"Maltidex 100 (> 72% maltitol) (Cerestar, Vilvoorde, Belgium) #",44,,,,2.5
Maltitol #,26,,,,2.5
"Maltitol (Roquette, Lestrem, France), dissolved in 200 mL water #",34,,,,2.5
"Maltitol (Roquette, Lestrem, France), dissolved in 200 mL water #",23,,,,2.5
"Maltitol (Roquette, Lestrem, France), dissolved in 200 mL water #",33,,,,2.5
Maltitol and Sucrose mixture (25 g Maltitol + 25 g Sucrose) #,46,,,,2.5
Maltmeal wafer,50,,,,20
Mamacare Diabetic Nutrition,33,,,,30
Mandarin orange (Citrus reticulata),52,,,,15
"Mandarin segments, canned in juice",47,,,,15
Mango (Magnifera inidica) #,34,,,,15
Mango (Mangifera indica) #,42,,,,15
Mango (Mangifera indica) #,51,,,,15
"Mango puree, high hydrostatic pressure processed #",33,,,,15
"Mango puree, unprocessed #",43,,,,15
"Mango, 1.8% fat, prepared from commercial mousse mix with water",33,,,,20
"Mango, frozen and thawed #",31,,,,15
"Mango, low-fat frozen fruit dessert, Frutia™",42,,,,15
"Mango, processed in a blender for 30 sec with 125 mL water, frozen and thawed, consumed as a nutrient-extracted juice #",38,,,,20
"Mango, raw (Chin-Hwang Mango)",48,,,,15
"Manuka honey, M75-11 (East Cape, NZ) #",54,,,,5
"Manuka honey, MED WM38-10 (Wairarapa, NZ) #",55,,,,5
"Maple syrup, pure Canadian",54,,,,5
"Marrowfat peas, dried, boiled #",31,,,,15
"Marrowfat peas, dried, boiled in water with 2 g salt #",47,,,,15
"Mash bean, boiled in salted water #",43,,,,15
"Meal Shake Solid Beverage, Lychee Rose",44,,,,20
"Melba toast/Rusk, soft wheat flour, bran and rolled oat, with psyllium and soluble fibers",47,,,,15
"Melba toast/Rusk, soft wheat flour, whole-meal barley flour (10%), rolled oat (2%) (Fette biscottate Cuori di orzo, Mulino Bianco)",45,,,,15
Mesquite cakes (Prosopis velutina) #,25,,,,35
"Milk powder, Jerseyjoy Active Life, prepared with water",32,,,,25
"Milk rice pudding, Yoplait Le Rice®, Apple & Cinnamon flavor",52,,,,20
"Milk rice pudding, Yoplait Le Rice®, Apricot & Almond Muesli flavor",45,,,,20
"Milk rice pudding, Yoplait Le Rice®, Caramel flavor",41,,,,20
"Milk rice pudding, Yoplait Le Rice®, Forest Berries flavor",45,,,,20
"Milk rice pudding, Yoplait Le Rice®, Mocha flavor",46,,,,20
"Milk rice pudding, Yoplait Le Rice®, Raspberry & Apple flavor",52,,,,20
"Milk rice pudding, Yoplait Le Rice®, Vanilla flavor",43,,,,20
"Milk, low-fat, chocolate, with aspartame, Lite White™ (Dairy Farmers Ltd, Australia) #",24,,,,10
"Milk, low-fat, chocolate, with sugar, Lite White™ (Dairy Farmers Ltd, Australia) #",34,,,,10
"Milk, reduced fat",26,,,,10
"Milk, reduced fat (1.4%) (Lite White™, Dairy Farmers Ltd, Australia) #",30,,,,10
"Milk, reduced fat (98% fat free) with added omega 3 (Farmers Best™, Dairy Farmers Ltd, Australia) #",27,,,,10
"Milk, reduced fat with added omega 3 (Take Care™, Dairy Farmers Ltd, Australia) #",23,,,,10
"Milk, reduced-fat (1.5% fat w/v) #",31,,,,10
"Milk, semi-skimmed, British (Dairycrest, UK) #",25,,,,10
"Milk, semi-skimmed, pasteurized, organic",34,,,,10
"Milk, skim #",32,,,,10
"Milk, skim #",37,,,,10
"Milk, skim #",40,,,,10
"Milk, skim (Dairy Farmers Ltd, Australia) #",32,,,,10
"Milk, skim, made from powder (Arla Foods, Sweden) #",27,,,,10
"Milk, skim, Shape™ fat free (Dairy Farmers Ltd, Australia) #",34,,,,10
"Milk, skimmed, pasteurized, British (Dairycrest, UK) #",48,,,,10
"Milkshake, made from Chocollo™, low-fat chocolate ice cream, skim milk and malted milk powder",21,,,,20
Milo® Protein Clusters Cereal,47,,,,20
"Minestrone, condensed, prepared with water",48,,,,20
"Minestrone, Traditional, Country Ladle®",39,,,,20
"Mixed berry, 2.2% fat, prepared from commercial mousse mix with water",36,,,,20
Mixed flora honey #,37,,,,5
"Mixed fruit, fresh, containing banana (10%), mango (10%), passion fruit (20%), pineapple (20%), kiwi (20%) and raspberries (20%), frozen and thawed #",33,,,,15
"Mixed Grain bread roll, Bürgen™",52,,,,15
"Mixed Grain bread, Bürgen™",34,,,,15
"Mixed Grain wraps, Helga’s",55,,,,15
"Mixed Grain, Bürgen™",52,,,,15
"Mixed Grain, Bürgen™ (Tip Top Bakeries, Chatswood, NSW, Australia) #",45,,,,15
Mixed nuts and raisins,21,,,,5
Mixed Nuts Cranberry Protein Bar,42,,,,20
"Mixed nuts, roasted and salted",24,,,,5
"Mochaccino frozen yoghurt, President's Choice® Blue Menu™ brand",51,,,,20
"Monofloral honey, citrus (Citrus spp.), from Mersin #",45,,,,5
"Monofloral honey, lime (Tilia spp.), from Zonguldak #",55,,,,5
"Monofloral honey, thyme (Thyme spp.), from Aydin #",53,,,,5
Montana Chocolate Chip Cookies,43,,,,20
Montana Chocolate Chip Cookies,42,,,,20
Montana Chocolate Chip Cookies,42,,,,20
Montana Chocolate Chip Cookies,42,,,,20
Montana Chocolate Chip Cookies,42,,,,20
Montana Chocolate Chip Cookies,43,,,,20
Montana Chocolate Chip Cookies,43,,,,20
Montana Chocolate Chip Cookies,41,,,,20
"Moon cake, Maxim’s Low Sugar White Lotus Seed Paste (salted egg yolk)",29,,,,50
"Muesli bread, made from packet mix in bread making machine",54,,,,15
"Muesli breakfast bar, gluten-free",50,,,,20
"Muesli Gluten Free, Carman’s Deluxe",49,,,,20
"Muesli, gluten-free with psyllium",50,,,,20
"Muesli, Morning Sun Natural Apricot & Almond",49,,,,20
"Muesli, Natural",40,,,,20
"Muesli, Naytura Fruit and Nut",48,,,,20
"Muesli, Swiss Bircher",52,,,,20
"Muesli, yeast & wheat free",45,,,,20
"Multi-Grain bread, 9-Grain",43,,,,15
Multifloral honey (provided by German beekeeper association) #,51,,,,5
"Multigrain bread, 50% kibbled wheat grains and 50% wheat flour bread #",43,,,,15
Multigrain spelt bread®,54,,,,15
Multiseed bread,54,,,,15
Munch Peanut Butter bar,27,,,,25
"Mung bean (Phaseolus areus Roxb), soaked, boiled 20 min #",32,,,,15
"Mung bean noodles, glass or cellophane noodles, boiled",20,,,,50
"Mung bean, boiled in salted water #",42,,,,15
"Mung bean, fried",53,,,,15
"Mung bean, germinated",25,,,,15
"Mung bean, pressure cooked",42,,,,15
"Mung beans (Vigna radiata L. R. Wilczek), soaked overnight, boiled, cooled overnight, microwaved #",11,,,,15
"Mung beans (Vigna radiata L. R. Wilczek), soaked overnight, boiled, cooled overnight, microwaved #",15,,,,15
"Mungbean, dried, soaked overnight, boiled for 35 min #",45,,,,15
"Mushroom Barley, ready-to-serve, President's Choice® Blue Menu™",45,,,,20
Nan-1™ infant formula with iron,30,,,,10
Nasi goreng #,29,,,,35
Nasi liwet #,24,,,,35
Nasi liwet #,18,,,,35
"Naturo Natural Fruit bar, Apple #",39,,,,25
"Nectarines, raw",43,,,,15
Nestlé Milo Combo mousse,42,,,,20
Nestlé Milo flavored mousse,46,,,,20
New potatoes #,47,,,,20
No Added Sugar Natural yoghurt,17,,,,20
No Added Sugar Passionfruit yoghurt,21,,,,20
No Added Sugar Raspberry yoghurt,21,,,,20
"No Bake Egg Custard, prepared from powder with whole milk",35,,,,20
"No Fat berry fruit flavors, artificially sweetened yoghurts",16,,,,20
"No Fat Strawberry Classic flavor, artificially sweetened yoghurts",19,,,,20
"No Fat tropical fruit flavors, artificially sweetened yoghurts",20,,,,20
"No Fat yoghurt, various flavors, artificially sweetened yoghurts",18,,,,20
No Sugar Added Brownie Premix,37,,,,
No Sugar Added Cookie Premix,41,,,,
No Sugar Added Muffin Premix,47,,,,
"Non-fat, Honey flavor, sugar sweetened",40,,,,20
"Non-fat, Vanilla flavor, sugar sweetened",40,,,,20
"Nongfu Spring Meal Replacement, low GI",27,,,,20
"Noodle soup, traditional Turkish soup with stock and noodles #",34,,,,20
"Noodles, potato",14,,,,40
"Noodles, potato, served with meat, NS",17,,,,50
Nopales (prickly pear cactus) #,7,,,,35
"Nougat, Jijona (La Fama, Spain) #",33,,,,25
"Novalac Reflux Formula for special medical needs, containing lactose, starch",38,,,,10
"Novalac Sweet Dreams Formula for special medical needs, containing maltodextrins, lactose, dextrose, starch",52,,,,10
"Novasource Diabet®, diabetes-specific enteral formula (Novartis Consumer Health SA, Switzerland) #",26,,,,30
Nutbutter bar,22,,,,25
"Nutella®, chocolate hazelnut spread",33,,,,25
"Nutella®, chocolate hazelnut spread",30,,,,25
"Nutella®, chocolate hazelnut spread",25,,,,25
"Nutridrink (Nutricia N.V., Netherlands) #",25,,,,30
"Nutridrink Multi Fibre®, containing 2.3 g fiber/100 mL (Nutricia N.V., Netherlands) #",22,,,,30
"Nutrimeal™ Free Vanilla vegan meal replacement beverage powder, prepared with water",49,,,,20
"Nutrimeal™, drink powder, Dutch Chocolate",26,,,,20
"Nutrimeal™, meal replacement drink, all flavors, prepared with water",20,,,,20
"Nutrison Multi Fibre® enteral formula (Nutricia N.V., Netherlands) #",28,,,,30
"Nutrison Standard® enteral formula (Nutricia N.V., Netherlands) #",34,,,,30
"Nutritional formula, commercial, containing lactose and sucrose, designed for pregnant women #",26,,,,30
"Nutritional formula, containing lactose, isomaltulose and slowly digested starch, designed as a meal replacement product for pregnant women #",30,,,,30
Nuts and Seeds Superfoods bar,33,,,,25
Oat biscuit,45,,,,20
Oat biscuit,46,,,,20
"Oat Bran & Honey Loaf with Barley, Bürgen™ (Tip Top Bakeries, Australia) #",31,,,,15
"Oat bran flour (Natureal® GI-flour, Finn Cereal, Vantaa, Finland), consumed mixed with cold water #",40,,,,20
"Oat bran, raw (Quaker Oats Co., Canada) #",51,,,,20
Oat bread #,32,,,,15
"Oat bread, with added lingonberry fiber (Kiantama Ltd, Suomussalmi, Finland) #",47,,,,15
Oat porridge made from roasted thick (1.0 mm) dehulled oat flakes #,51,,,,20
"Oatbran & Honey bread, Bürgen™",49,,,,15
"Omega bar, containing linseeds, sunflower kernels and nuts, gluten-free",21,,,,25
OptiCare CardioVital Enriched Nutrition,25,,,,33.2
OptiCare Glubalance Enriched Nutrition,22,,,,25.6
OptiCare NutriSure Balanced Milk Powder,30,,,,21.9
Optifast® VLCD™ Berry Crunch Flavor Bar,25,,,,20
Optifast® VLCD™ Cappuccino Flavor Bar,29,,,,20
Optifast® VLCD™ Cereal with Cranberry Bar,30,,,,20
Optifast® VLCD™ Chocolate Bar,20,,,,20
Optifast® VLCD™ Chocolate Dessert,27,,,,20
Optifast® VLCD™ Lemon Crème Dessert,27,,,,20
"Optifast® VLCD™ Shake, Banana, prepared with water",24,,,,20
"Optifast® VLCD™ Shake, Caramel, prepared with water",34,,,,20
"Optifast® VLCD™ Shake, Chocolate, prepared with water",31,,,,20
"Optifast® VLCD™ Shake, Coffee, prepared with water",31,,,,20
"Optifast® VLCD™ Shake, Strawberry, prepared with water",27,,,,20
"Optifast® VLCD™ Shake, Vanilla, prepared with water",27,,,,20
"Optifast® VLCD™ Soup, Chicken, prepared with water",31,,,,20
"Optifast® VLCD™ Soup, Tomato, prepared with water",25,,,,20
"Optifast® VLCD™ Soup, Vegetable, prepared with water",24,,,,20
"Orange & Grapefruit segments, canned in juice",53,,,,15
"Orange jam, organic bitter orange, with apple juice",51,,,,15
Orange juice,41,,,,15
Orange juice #,46,,,,20
"Orange juice beverage, President's Choice® Blue Menu™ Oh-Mega j",48,,,,15
Orange marmalade,48,,,,15
"Orange marmalade 100% Fruit Spread, Cottees™",55,,,,15
"Orange marmalade, bitter orange",55,,,,15
"Orange marmalade, orange 100% Pure Fruit spread, no added sugar",27,,,,15
Oranges (Citrus sinensis) #,36,,,,15
"Oranges (Sunkist, Van Nuys, CA, USA) #",49,,,,15
Oranges NS #,52,,,,15
"Oranges, navel",45,,,,15
"Oranges, NS #",40,,,,15
"Oranges, NS #",31,,,,15
"Oranges, NS #",47,,,,15
"Oranges, NS #",48,,,,15
"Oranges, NS, tested in young adults (17-18 y) #",33,,,,15
"Organic Agave Cactus Nectar, light, 90% fructose",11,,,,5
"Organic Agave Cactus Nectar, light, 97% fructose",10,,,,5
"Organic Heavy Wholegrain bread, Golden Hearth™",53,,,,15
Oz Farm Aged Care Formula,32,,,,27
Oz Farm Aged Care Plus Nutritional Milk Formula,19,,,,20
Oz Farm Pregnant Mother Formula,21,,,,16
Oz Farm SleepWell™ Nutritional Milk Formula,22,,,,20
Palm Sugar,48,,,,4.6
"Pancakes, made with wholegrain wheat flour and a curd cheese filling, fried in butter for 50 s on each side, sprinkled with icing sugar #",23,,,,35
"Papaya (Carica papaya), raw #",46,,,,15
Papaya/Paw paw (Carica papaya) #,42,,,,15
"Papaya/paw paw, raw, cut into bite size pieces",38,,,,15
"Papaya/paw paw, raw, cut into bite size pieces #",39,,,,15
"Papaya/paw paw, raw, puree",42,,,,15
"Papaya/paw paw, raw, puree #",46,,,,15
"Parsnips, peeled, boiled",52,,,,20
"Passionfruit (150 g) and Mango (114.2 g), processed in a blender for 30 sec with 125 mL water, consumed as a nutrient-extracted juice #",31,,,,20
"Passionfruit (150 g) and Mango (114.2 g), processed in a blender for 30 sec with 125 mL water, consumed as a nutrient-extracted juice #",26,,,,20
"Passionfruit pulp, canned, 55% passionfruit pulp with added sugar",46,,,,15
"Pasta & Fagioli soup, ready-to-serve, President's Choice® Blue Menu™",52,,,,20
"Pasta and vegetables puree, containing pasta, tomatoes, sweet potato, carrot and onion, homemade, pureed with soft pieces consistency",54,,,,10
"Pasta, made from 100% pea flour, boiled in unsalted water for 6 min",23,,,,40
"Pasta, made from 100% red lentil flour, boiled in unsalted water for 8 min",22,,,,40
"Pasta, made from 60% grass pea flour and 40% chickpea flour, boiled in unsalted water for 7 min",20,,,,40
"Pavesini, Pavesi",52,,,,20
"Pea, cooked #",35,,,,20
"Pea, frozen, boiled #",39,,,,20
"Pea, frozen, boiled #",51,,,,20
"Pea, green (Pisum Sativum) #",54,,,,20
"Peach & Grapes, canned in natural fruit juice",46,,,,15
"Peach & pear fruit strips, gluten-free",29,,,,25
"Peach & Pineapple, canned in natural fruit juice",45,,,,15
"Peach palm fruit (Bactris gasipaes), red-orange peel, boiled at 96oC for 30 min, frozen, thawed at room temperature, peeled and deseeded #",35,,,,15
"Peach, canned in light syrup (Delmonte, Canadian Canners Ltd., Canada) #",53,,,,15
"Peach, canned in natural juice",46,,,,15
"Peach, canned in natural juice (Goulburn Valley brand, Ardmona Foods, Mooroopna, Australia) #",30,,,,15
"Peach, dried #",35,,,,15
"Peach, raw #",28,,,,15
"Peach/Apricot compote, organic",47,,,,15
Peanut Butter Chocolate bar,32,,,,25
Peanut Butter weight management bar,22,,,,20
Peanuts #,13,,,,5
Peanuts #,23,,,,5
"Peanuts, crushed, tested in young adults (17-18 y) #",7,,,,5
"Peanuts/Groundnuts (Arachis hypogaea L.), soaked overnight, boiled, cooled overnight, microwaved #",5,,,,5
"Peanuts/Groundnuts (Arachis hypogaea L.), soaked overnight, boiled, cooled overnight, microwaved #",7,,,,5
"Pear halves, canned in natural juice (SPC Ltd, Australia) #",43,,,,15
"Pear slices, canned in natural juice",31,,,,15
"Pear, Asian, raw #",18,,,,15
"Pear, Asian, raw #",26,,,,15
"Pear, Bartlett, raw #",41,,,,15
"Pear, canned in pear juice, Bartlett (Delmonte, Canadian Canners Ltd., Canada) #",45,,,,15
"Pear, dried #",43,,,,15
"Pear, raw, NS #",33,,,,15
"Pear, raw, NS #",43,,,,15
"Pear, Williams, raw, ripe/soft",33,,,,15
"Pear, Williams, raw, under ripe/crunchy",24,,,,15
"Pear, Winter Nellis, raw #",34,,,,15
"Peas, boiled in salted water #",25,,,,15
"Peas, dried, boiled #",23,,,,15
"Peas, frozen, heated in the microwave",42,,,,20
"Peas, plain and frozen",29,,,,20
"Peptide 1.5 Plain nutrition formula (Kate Farms, Inc.)",26,,,,30
Petiki Go ! Fruits and Muesli,45,,,,20
Petiki Go ! Fruits and Muesli,49,,,,20
Petiki Go ! Fruits and Muesli,47,,,,20
Petit LU Normand,51,,,,20
Petit LU Roussillon,48,,,,20
Phalsa/Falsa (Grewia asiatica) extract #,5,,,,15
"Pierogi, dumplings with wholegrain wheat flour, potato and cheese curd stuffing, boiled in water for 4 min #",22,,,,35
"Pierogi, wholegrain wheat flour and cheese curd dumplings, boiled in water for 4 min #",25,,,,35
"Pigeon Pea (Cajanus cajan Linn. Huth.), soaked, boiled 45 min #",22,,,,15
Pigeon Pea/Gungo (Cajanus cajan) #,43,,,,15
"Pigeon peas (Cajanus cajan), soaked overnight, boiled, cooled overnight, microwaved #",7,,,,15
"Pigeon peas (Cajanus cajan), soaked overnight, boiled, cooled overnight, microwaved #",9,,,,15
"Pineapple & Papaya pieces, canned in natural juice",53,,,,15
"Pineapple (Ananas comosus), raw #",39,,,,15
"Pineapple (Ananas comosus), raw #",51,,,,15
"Pineapple juice, unsweetened (Dole Packaged Foods, Toronto, Canada) #",47,,,,20
"Pineapple pieces, canned in fruit juice (Woolworths Select, Australia)",43,,,,15
"Pineapple pieces, canned in natural fruit juice",55,,,,15
"Pinto beans (Phaseolus vulgaris), boiled in salted water #",28,,,,15
"Pinto beans, boiled in salted water #",14,,,,15
"Pinto beans, canned in brine (Lancia-Bravo Foods Ltd., Canada) #",45,,,,15
"Pinto beans, dried, boiled #",39,,,,15
"Pinto beans, steamed #",33,,,,15
Pistachio nuts #,28,,,,5
"Pitahaya (Hylocereus spp.), pulp, raw, frozen, thawed #",48,,,,15
"Plantain (Musa spp. Ameletiha) chips (made from green plantain), sliced 0.8-1.2 mm thick, deep-fried",45,,,,20
"Plantain, ripe (yellow, stage 6), raw, peeled",38,,,,20
"Plantain, unripe (full green, stage 2), boiled for 20 min in lightly salted water",45,,,,20
"Plum, Bau Kul variety (Zizyphus mauritiana), raw #",32,,,,15
"Plum, NS #",24,,,,15
"Plum, NS #",53,,,,15
"Pole sitao (Vigna unguiculata subsp. sesquipedalis L. Verde), soaked overnight, boiled, cooled overnight, microwaved #",6,,,,15
"Pole sitao (Vigna unguiculata subsp. sesquipedalis L. Verde), soaked overnight, boiled, cooled overnight, microwaved #",9,,,,15
"Porridge (rice & wheat flour), apple-pear flavored (Semper Foods AB, Sweden), made with whole milk and water #",47,,,,10
"Porridge (rice and wheat flour), made with whole milk and water #",55,,,,10
"Porridge (wholemeal wheat, oat, rice & wheat flour), fruit flavored (Semper Foods AB, Sweden), made with whole milk and water #",52,,,,10
Porridge oats,50,,,,20
"Porridge oats, traditional",51,,,,20
"Porridge, made from 75% endosperm rye flour and 25% white wheat flour, cooked with 182 g water in microwave for 3 min, 0.5 g NaCl added #",50,,,,20
"Porridge, made from 75% whole grain rye flour and 25% white wheat flour, cooked with 204.5 g water in microwave for 3 min, 0.6 g NaCl added #",51,,,,20
"Porridge, made from rolled oats cooked for 20 min #",49,,,,20
"Porridge, made from steel-cut oats, cooked in water",48,,,,20
"Porridge, made from steel-cut oats, cooked in water",52,,,,20
"Porridge, made from steel-cut oats, Moulamein™, cooked in water",51,,,,20
"Potato & Bacon soup, chunky",41,,,,20
Potato mixed flour bread (lab made),55,,,,15
Potato noodles with meat,17,,,,50
"Potato, novel clone, selection 1 (CV92056-4, grown in Ontario; harvested Oct. 2009), boiled for 15 min, refrigerated at 4°C for 24-28 h, served cold",48,,,,20
"Potato, novel clone, selection 2 (CV1102-1, grown in Alberta, harvested prior to maturity Oct. 2009), boiled for 15 min, refrigerated at 4°C for 24-28 h, served cold",41,,,,20
"Potato, novel clone, selection 2 (CV1102-1, grown in Alberta; harvested prior to maturity Oct. 2009), unpeeled, cut into 2.5-3 cm cubes, boiled in salted water for 15 min",38,,,,20
"Potato, novel clone, selection 3 (F03031, grown in New Brunswick), boiled for 15 min, refrigerated at 4°C for 24-28 h, served cold",40,,,,20
"Potato, novel clone, selection 3 (F03031, grown to maturity in Ontario), boiled for 15 min, refrigerated at 4°C for 24-28 h, served cold",49,,,,20
"Potato, novel clone, selection 4 (F03028, grown in New Brunswick), boiled for 15 min, refrigerated at 4°C for",44,,,,20
Potatoes #,49,,,,20
"Potatoes, blended, excess water drained, then pan-fried with 50 mL oil for 15 min #",28,,,,20
"Potatoes, NS, boiled with salt #",24,,,,20
"Potatoes, white, NS, boiled in water with 1 g salt, refrigerated for 16-20 h, reheated #",23,,,,20
"Potatoes, white, NS, cooked #",41,,,,20
Premium Agave nectar,19,,,,5
Prince fourré chocolat,50,,,,20
"Prince Meganana Chocolate (LU, Spain) #",49,,,,20
Prince Petit Déj Cereals,52,,,,20
Prince Petit Déj Cereals and Chocolate,51,,,,20
Prince Petit Déjeuner Vanille,45,,,,20
Principe megamanana vanilla,45,,,,20
"Probiotic drink, orange",30,,,,20
"Probiotic drink, original",34,,,,20
Protein Meal Replacement Cookies,43,,,,20
"Provide™ nutritious beverage powder, prepared with water",28,,,,20
Prune juice,43,,,,15
Prunes #,34,,,,15
"Prunes, pitted",29,,,,15
"Prunes, pitted, Californian",40,,,,15
Pumpernickel Rye bread,49,,,,15
"Pumpkin Seed bread, containing 6% pumpkin seeds, Bürgen™",49,,,,15
"Pumpkin Seeds & Oats cracker, Ryvita®",46,,,,15
"Pumpkin, boiled in water for 20 min, mashed and served as gruel #",53,,,,20
"Pumpkin, steamed for 15 min #",52,,,,20
Pura™ HiLo milk,20,,,,10
Pura™ Light Start milk,30,,,,10
Pura™ Skimmer milk,20,,,,10
Pura™ Tone milk,30,,,,10
"Pure-protein™ bars, Chewy choc-chip (Worldwide Sport Nutritional Supplements Inc., Largo, FL, USA) #",30,,,,20
"Pure-protein™ bars, Chocolate deluxe (Worldwide Sport Nutritional Supplements Inc., Largo, FL, USA) #",38,,,,20
"Pure-protein™ bars, Peanut butter (Worldwide Sport Nutritional Supplements Inc., Largo, FL, USA) #",22,,,,20
"Pure-protein™ bars, Strawberry shortcake (Worldwide Sport Nutritional Supplements Inc., Largo, FL, USA) #",43,,,,20
"Pure-protein™ bars, White chocolate mousse (Worldwide Sport Nutritional Supplements Inc., Largo, FL, USA) #",40,,,,20
"Pure-protein™ cookies, Choc-chip cookie dough (Worldwide Sport Nutritional Supplements Inc., Largo, FL, USA) #",25,,,,20
"Pure-protein™ cookies, Coconut (Worldwide Sport Nutritional Supplements Inc., Largo, FL, USA) #",42,,,,20
"Pure-protein™ cookies, Peanut butter (Worldwide Sport Nutritional Supplements Inc., Largo, FL, USA) #",37,,,,20
"Quesadillas (made from low-fat cheese, avocado, boiled pinto beans and flour tortilla) consumed with nopales (prickly pear cactus) #",25,,,,35
Quinoa High Fiber Porridge,45,,,,20
"Raisin Toast, TipTop™",53,,,,15
Raisins,49,,,,15
Raisins,55,,,,15
"Raisins (Sun-Maid, Kingsburg, CA, USA) #",49,,,,15
"Raisins (Sun-Maid, Kingsburg, CA, USA) #",50,,,,15
"Raisins, Corinthian (Agricultural Cooperatives Union-Aeghion, Greece) #",51,,,,15
"Rajmah (Phaseolus vulgaris), boiled #",19,,,,35
"Raspberry (162 g) and Mango (114.2 g), processed in a blender for 30 sec with 125 mL water, consumed as a nutrient-extracted juice #",40,,,,20
"Raspberry (162 g) and Mango (114.2 g), processed in a blender for 30 sec with 125 mL water, consumed as a nutrient-extracted juice #",25,,,,20
"Raspberry 100% Fruit Spread, Cottees™ brand",46,,,,15
"Raspberry 100% Pure Fruit spread, no added sugar",26,,,,15
"Reconstituted bovine casein drink, 1.5% fat w/v, with added lactose #",31,,,,10
"Reconstituted bovine whey drink, 1.5% fat w/v, with added lactose #",43,,,,10
